도서관명,구분,시군구,개관년도,주소,상세주소,위도,경도,전화번호,홈페이지,개관시간,휴관일,국내서_총류,국내서_철학,국내서_종교,국내서_사회과학,국내서_순수과학,국내서_기술과학,국내서_예술,국내서_언어,국내서_문학,국내서_역사,국내서_합계,국외서_총류,국외서_철학,국외서_종교,국외서_사회과학,국외서_순수과학,국외서_기술과학,국외서_예술,국외서_언어,국외서_문학,국외서_역사,국외서_합계,연간증가자료수_도서자료_구입,연간증가자료수_도서자료_기증,연간증가자료수_전자자료_구입,연간증가자료수_전자자료_기증,면적_도서관 서비스 제공 면적,좌석수_총 좌석수,좌석수_어린이 열람석,좌석수_노인 및 장애인 열람석,설비_이용자용컴퓨터수,연령별 회원등록자 수_어린이,연령별 회원등록자 수_청소년,연령별 회원등록자 수_성인,가족단위회원등록자수,이용자수_도서관방문자수,인쇄자료_대출_어린이,인쇄자료_대출_청소년,인쇄자료_대출_성인,인쇄자료_대출_합계,전자자료_이용_어린이,전자자료_이용_청소년,전자자료_이용_성인,전자자료_이용_합계,인쇄자료_어린이_총류,인쇄자료_어린이_철학,인쇄자료_어린이_종교,인쇄자료_어린이_사회과학,인쇄자료_어린이_순수과학,인쇄자료_어린이_기술과학,인쇄자료_어린이_예술,인쇄자료_어린이_언어,인쇄자료_어린이_문학,인쇄자료_어린이_역사,인쇄자료_어린이_합계,인쇄자료_청소년_총류,인쇄자료_청소년_철학,인쇄자료_청소년_종교,인쇄자료_청소년_사회과학,인쇄자료_청소년_순수과학,인쇄자료_청소년_기술과학,인쇄자료_청소년_예술,인쇄자료_청소년_언어,인쇄자료_청소년_문학,인쇄자료_청소년_역사,인쇄자료_청소년_합계,인쇄자료_성인_총류,인쇄자료_성인_철학,인쇄자료_성인_종교,인쇄자료_성인_사회과학,인쇄자료_성인_순수과학,인쇄자료_성인_기술과학,인쇄자료_성인_예술,인쇄자료_성인_언어,인쇄자료_성인_문학,인쇄자료_성인_역사,인쇄자료_성인_합계,전자자료_어린이_총류,전자자료_어린이_철학,전자자료_어린이_종교,전자자료_어린이_사회과학,전자자료_어린이_순수과학,전자자료_어린이_기술과학,전자자료_어린이_예술,전자자료_어린이_언어,전자자료_어린이_문학,전자자료_어린이_역사,전자자료_어린이_합계,전자자료_청소년_총류,전자자료_청소년_철학,전자자료_청소년_종교,전자자료_청소년_사회과학,전자자료_청소년_순수과학,전자자료_청소년_기술과학,전자자료_청소년_예술,전자자료_청소년_언어,전자자료_청소년_문학,전자자료_청소년_역사,전자자료_청소년_합계,전자자료_성인_총류,전자자료_성인_철학,전자자료_성인_종교,전자자료_성인_사회과학,전자자료_성인_순수과학,전자자료_성인_기술과학,전자자료_성인_예술,전자자료_성인_언어,전자자료_성인_문학,전자자료_성인_역사,전자자료_성인_합계,어린이실,어린이 서비스 이용수,어린이 자료(인쇄)수,어린이 연간 증가 자료(인쇄)수,전자저널,전자도서,오디오북,웹데이터베이스,전자_기타,전자자료_합계,인쇄자료_합계,총류,철학,종교,사회과학,순수과학,기술과학,예술,언어,문학,역사
강북청소년문화정보도서관,공공(일반),강북구,2001-01-01,서울특별시 강북구 삼양로 54길 68,강북청소년문화정보도서관,37.62307414,127.0215511,02-944-3141,https://www.gblib.or.kr/youth/,평일 09:00 ~ 18:00 주말 09:00 ~ 17:00,"둘째 넷째 월요일, 법정공휴일",2188,2588,1086,7414,3025,3538,1987,1653,16280,3790,43549,0,5,1,5,5,3,4,1187,279,8,1497,1529,25,479,0,861.81,164,18.0,2,10,1125,892,10120,-1.0,47306,413,319,3632,4364,24,16,40,80,60,70,36,187,392,94,80,372,1670,495,3456,58,39,14,152,122,83,51,50,705,155,1429,787,1242,401,2311,1049,1122,586,917,9711,1909,20035,21,102,6,274,8,28,8,28,432,35,942,14,68,4,183,6,19,6,19,288,23,630,35,170,11,457,14,46,14,47,720,58,1572,유,4431.0,17832.0,593.0,0,5605,396,0,1,6002,45046,2188,2593,1087,7419,3030,3541,1991,2840,16559,3798
강서영어도서관,공공(일반),강서구,2012-01-01,서울특별시 강서구 곰달래로57가길,26 화곡4동 주민센터 2층 강서영어도서관,37.53468572,126.8608018,02-2061-2270,http://lib.gangseo.seoul.kr/,09:00~22:00,"매주 월요일, 법정공휴일",207,220,12,1564,136,981,238,750,2303,184,6595,487,144,136,2238,2247,509,415,7586,24785,1012,39559,3094,17,871,0,361.95,53,47.0,6,5,1637,1227,6202,-1.0,91121,15869,1995,21001,38865,886,947,15694,17527,357,159,111,2630,3011,726,332,14902,31518,644,54390,71,28,6,218,297,78,48,1129,4208,99,6182,437,374,130,3011,3199,1336,516,12686,37891,1012,60592,138,34,162,843,970,684,236,1367,1982,532,6948,571,266,11,589,148,506,341,437,1204,134,4207,5623,11927,1007,27516,2852,10378,3278,7646,33083,4690,108000,유,36448.0,31480.0,2575.0,2012,157038,3150,0,0,162200,46154,694,364,148,3802,2383,1490,653,8336,27088,1196
개봉도서관,공공(일반),구로구,2010-01-01,서울특별시 구로구 개봉로16길,30 11 (개봉초등학교),37.49008228,126.8584998,02-2689-1695,http://lib.guro.go.kr,09:00~22:00,"매주 화요일, 일요일을 제외한 법정공휴일 ",1472,2338,721,6257,3176,2711,1615,1910,13523,3420,37143,35,45,8,162,47,49,27,928,460,63,1824,2197,280,1210,0,398.0,74,13.0,1,2,656,796,7925,-1.0,72527,442,176,2180,2798,7,49,3619,3675,219,272,163,1164,1277,760,365,1124,6227,1054,12625,44,86,10,189,188,120,88,39,952,150,1866,947,2009,475,6202,2156,2280,1273,2430,17163,2419,37354,0,0,0,0,0,0,0,0,2126,0,2126,0,0,0,0,0,0,0,0,399,0,399,343,2795,156,3202,0,1668,268,548,14644,776,24400,유,2827.0,12250.0,1060.0,0,32216,5783,0,2270,40269,38967,1507,2383,729,6419,3223,2760,1642,2838,13983,3483
개울건강도서관,공공(일반),양천구,2009-01-01,서울특별시 양천구 중앙로52길 56 (신정동),개울건강도서관,37.52597157,126.8565997,02-2603-5919,https://lib.yangcheon.or.kr/libgaeul/,"평일 09:00~22:00, 토요일 09:00~18:00","일요일, 공휴일",896,1521,332,4584,1938,3439,948,741,16111,2246,32756,0,0,0,0,0,0,0,0,0,0,0,3757,37,2362,0,454.99,54,30.0,0,2,619,324,4820,-1.0,69716,12100,1444,43178,56722,2,5,220,227,216,229,57,932,943,811,152,231,7478,1051,12100,32,66,6,143,100,129,29,33,795,111,1444,1028,2105,288,5558,2416,3138,794,822,23989,3040,43178,3,5,3,14,1,3,1,4,29,11,74,8,13,8,36,2,8,1,11,72,26,185,370,584,354,1585,77,376,43,464,3175,1158,8186,유,8186.0,16681.0,1821.0,0,145631,4910,0,60000,210541,32756,896,1521,332,4584,1938,3439,948,741,16111,2246
거마도서관,공공(일반),송파구,2005-01-01,서울특별시 송파구 거마로2길 19 (거여동),거여2동 주민자치센터 4층 거마도서관,37.4935326,127.146824,02-449-2332,http://www.splib.or.kr,"평일 09:00~22:00, 주말 09:00~20:00 ","매주 월요일, 법정공휴일",1671,2748,1066,7294,4230,3266,2095,1177,20370,3651,47568,0,0,1,10,9,16,0,3085,324,2,3447,3357,259,127618,0,798.53,155,74.0,7,10,316,660,27351,-1.0,143054,1499,811,8923,11233,136,68,477,681,778,430,342,1763,3265,657,489,2301,10799,1454,22278,200,158,67,542,602,241,325,333,2532,308,5308,2011,3321,1239,8086,6927,3239,2825,5881,34226,4249,72004,38,95,2,338,36,65,17,26,537,33,1187,19,48,1,169,18,33,9,13,268,17,595,134,333,8,1182,125,229,60,92,1878,116,4157,유,24606.0,26351.0,2121.0,0,144406,567,0,503,145476,51015,1671,2748,1067,7304,4239,3282,2095,4262,20694,3653
고척열린도서관,공공(일반),구로구,2023-01-01,"서울특별시 구로구 경인로43길 49 (고척동, 고척아이파크)","MD동 3,4층",37.49906919,126.857533,02-2615-2006,https://lib.guro.go.kr/#/,"3층 어린이자료실 : 평일 9:00-18:00, 주말 9:00-17:00 / 4층 종합자료실 : 평일 9:00-22:00, 주말 9:00-17:00",매주 월요일 및 법정공휴일,1221,1456,742,3698,3370,1865,1259,1814,15951,3130,34506,34,7,3,65,27,16,1,669,627,15,1464,5050,297,1210,0,1241.0,222,72.0,0,13,1482,1396,10998,-1.0,556040,1436,297,6295,8028,7,49,3619,3675,1301,1031,1036,3533,7339,1702,1197,3999,22635,4508,48281,81,111,48,303,320,161,94,306,1348,292,3064,3233,5319,2402,14837,12712,6689,3487,9836,52456,10640,121611,0,0,0,0,0,0,0,0,2126,0,2126,0,0,0,0,0,0,0,0,399,0,399,343,2795,156,3202,0,1668,268,548,14644,776,24400,유,155.0,17193.0,2381.0,0,32216,5783,0,2270,40269,35970,1255,1463,745,3763,3397,1881,1260,2483,16578,3145
곰달래도서관,공공(일반),강서구,2013-01-01,서울특별시 강서구 강서로5길 50 (화곡동),곰달래문화복지센터 5~6층,37.52905938,126.8488976,02-2065-3785,http://lib.gangseo.seoul.kr,"유아자료실, 어린이자료실 - 09:00~18:00

종합자료실, 멀티미디어실 - 09:00~22:00(일요일은 20:00까지)

유아자료실, 어린이자료실 - 09:00~18:00/ 종합자료실, 멀티미디어실 - 09:00~22:00(일요일은 20:00까지)/ 학습열람실 - 07:00~22:00",매주 금요일 및 법정 공휴일,2935,4703,1406,12772,5131,6373,3078,2084,31097,5770,75349,15,30,14,151,78,135,20,1061,2005,58,3567,4187,529,871,0,1280.0,436,76.0,30,18,519,1354,39523,-1.0,244700,1435,924,12203,14562,886,947,15694,17527,350,464,201,1271,2471,704,325,1122,7706,1565,16179,152,239,37,580,680,372,158,163,2939,597,5917,3069,7355,1337,15820,7648,6626,2817,4207,48403,6405,103687,138,34,162,843,970,684,236,1367,1982,532,6948,571,266,11,589,148,506,341,437,1204,134,4207,5623,11927,1007,27516,2852,10378,3278,7646,33083,4690,108000,유,44518.0,25895.0,1369.0,2012,157038,3150,0,0,162200,78916,2950,4733,1420,12923,5209,6508,3098,3145,33102,5828
관악중앙도서관,공공(일반),관악구,2002-01-01,서울특별시 관악구 신림로3길 35 (신림동),관악중앙도서관,37.46759816,126.9448714,02-828-5700,http://lib.gwanak.go.kr,"7시~23시(평일), 7시~22시(주말)","매주 월요일, 법정 공휴일",8353,10263,4491,32021,9273,17484,10950,8580,56857,13781,172053,2,22,4,76,4,4,10,50,113,38,323,7993,490,1020,0,3095.0,367,60.0,9,25,699,449,40192,-1.0,297243,6230,2007,99959,108196,0,0,2813,2813,336,339,367,1121,1686,599,256,1259,9236,1284,16483,102,158,67,438,392,202,116,187,1965,268,3895,8624,13329,4063,32496,9169,12683,6989,8484,71224,11871,178932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2590,14172,762,19538,2167,4315,1229,3880,56696,9878,115227,유,34302.0,44006.0,2053.0,1711,13649,1271,0,8,16639,172376,8355,10285,4495,32097,9277,17488,10960,8630,56970,13819
광진어린이영어도서관,공공(어린이),광진구,2024-01-01,서울특별시 광진구 천호대로136길 55 (구의동),1층 광진어린이영어도서관,37.5471614,127.0899289,02-2049-2950,https://www.gwangjinlib.seoul.kr/childeng/index.do,9:00~18:00,첫째 셋째 주 화요일 및 법정 공휴일,12,42,1,69,67,44,28,26,1559,10,1858,434,20,29,300,659,62,51,3499,9081,445,14580,16350,88,16098,0,267.35,73,73.0,1,3,108,7,322,0.0,73406,592,29,1432,2053,9,1,1,11,131,39,5,220,280,50,21,2251,5989,71,9057,0,5,0,7,10,4,3,28,208,3,268,219,157,28,619,587,191,64,3859,11940,185,17849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,69,유,-1.0,-1.0,-1.0,10324,16116,723,6946123,45459,7018745,16438,446,62,30,369,726,106,79,3525,10640,455
광진정보도서관,공공(일반),광진구,2000-01-01,서울특별시 광진구 아차산로78길 90 (광장동),광진정보도서관,37.55107291,127.1106155,02-3437-5095,http://gwangjinlib.seoul.kr,"평일/ 자료실 09:00~22:00 (어린이실,멀티미디어실 18:00시), 열람실 09:00~23:00 , 주말/ 자료실 09:00~17:00, 열람실 09:00~22:00",2.4주 화요일,16767,17274,6814,53293,18453,22964,15360,7943,107473,23387,289728,823,112,112,1423,961,210,182,3491,17031,581,24926,20766,322,2095,0,3591.0,674,106.0,4,86,6341,10901,159704,-1.0,892602,3653,1509,21053,26215,39,99,5118,5256,6493,2960,2189,12042,18393,4727,10984,6538,64345,11766,140437,691,762,185,2133,1715,1111,1224,405,7930,1002,17158,20818,19902,7166,62359,39055,25330,28387,15266,171194,32234,421711,721,328,243,1337,2043,525,1220,726,7146,1307,15596,77,85,20,237,190,123,136,45,881,111,1905,2312,2210,796,6925,4337,2813,3152,1695,19011,3580,46831,유,342850.0,113835.0,6752.0,10324,16116,723,6946123,45459,7018745,314654,17590,17386,6926,54716,19414,23174,15542,11434,124504,23968
구로구립 온누리도서관,공공(일반),구로구,2009-01-01,서울특별시 구로구 구로중앙로27나길 9 (구로동),구로초등학교 내 온누리관 4층,37.49751199,126.8854812,02-858-9080,http://lib.guro.go.kr/,09:00~22:00,매주 화요일/법정공휴일,1048,1773,557,3638,2215,2442,1335,1136,12937,2560,29641,36,10,4,40,24,16,28,543,154,24,879,1696,37,1210,0,346.0,68,12.0,2,2,90,231,2555,-1.0,61701,84,68,607,759,7,49,3619,3675,25,52,38,90,230,71,31,73,662,95,1367,9,11,35,47,78,31,18,20,272,30,551,358,562,243,1202,741,597,248,480,4807,578,9816,0,0,0,0,0,0,0,0,2126,0,2126,0,0,0,0,0,0,0,0,399,0,399,343,2795,156,3202,0,1668,268,548,14644,776,24400,유,4071.0,13086.0,0.0,0,32216,5783,0,2270,40269,30520,1084,1783,561,3678,2239,2458,1363,1679,13091,2584
구로기적의도서관,공공(일반),구로구,2019-01-01,서울특별시 구로구 구로중앙로40길 24 (신도림동),구로기적의도서관,37.50673545,126.877376,02-2632-8878,https://lib.guro.go.kr,"평일 <어린이 자료실 : 10~19시, 가족·청소년자료실 : 10~20시>, 주말 <10-17시>",월요일,1481,1406,357,4694,2338,2040,1973,612,18071,2637,35609,0,0,0,0,0,0,0,0,0,0,0,3442,148,1210,0,815.59,152,128.0,4,4,1186,538,6020,-1.0,134822,1003,361,3677,5041,7,49,3619,3675,607,589,339,2398,2204,1419,1105,624,17355,2039,28679,100,160,24,410,370,246,172,69,1966,228,3745,1892,2542,965,8815,4921,4370,2876,1608,42987,5295,76271,0,0,0,0,0,0,0,0,2126,0,2126,0,0,0,0,0,0,0,0,399,0,399,343,2795,156,3202,0,1668,268,548,14644,776,24400,유,32641.0,18802.0,1801.0,0,32216,5783,0,2270,40269,35609,1481,1406,357,4694,2338,2040,1973,612,18071,2637
구로꿈나무도서관,공공(일반),구로구,2004-01-01,서울특별시 구로구 구로동로26길 54 (구로동),구로시설관리공단 2층 구로꿈나무도서관,37.50622215,126.8920012,02-830-1623,http://lib.guro.go.kr,"평일 : 10:00~19:00, 주말 : 10:00~17:00; 휴관일 매주 화요일 및 법정 공휴일","매주 화요일, 법정공휴일",160,232,60,1396,986,433,185,143,6003,866,10464,1,10,0,21,6,0,6,43,166,4,257,1317,17,1210,0,477.0,87,52.0,0,1,839,1246,6928,-1.0,7991,232,52,619,903,7,49,3619,3675,55,68,47,674,489,137,85,284,2364,463,4666,17,7,10,43,87,25,2,13,269,102,575,143,318,112,1526,1009,354,153,549,4671,745,9580,0,0,0,0,0,0,0,0,2126,0,2126,0,0,0,0,0,0,0,0,399,0,399,343,2795,156,3202,0,1668,268,548,14644,776,24400,무,5283.0,9457.0,987.0,0,32216,5783,0,2270,40269,10721,161,242,60,1417,992,433,191,186,6169,870
구로미래도서관,공공(일반),구로구,2024-01-01,서울특별시 구로구 새말로 111 (구로동),구로미래도서관,37.50705341,126.8914181,02-854-7466,https://lib.guro.go.kr,평일 09:00-20:00 주말 09:00-17:00,매주 화요일 및 법정공휴일,974,1121,274,3233,1753,1515,821,450,8871,1578,20590,3,20,11,56,61,52,56,334,1209,25,1827,21747,670,1210,0,746.22,173,28.0,1,12,285,73,4642,-1.0,113176,614,128,5111,5853,7,49,3619,3675,168,145,189,856,1349,368,155,422,4062,723,8437,22,24,4,57,68,28,12,17,344,23,599,1573,2400,690,7707,3883,2583,1106,1573,21392,2898,45805,0,0,0,0,0,0,0,0,2126,0,2126,0,0,0,0,0,0,0,0,399,0,399,343,2795,156,3202,0,1668,268,548,14644,776,24400,유,3163.0,8558.0,0.0,0,32216,5783,0,2270,40269,22417,977,1141,285,3289,1814,1567,877,784,10080,1603
구립상림도서관,공공(일반),은평구,2015-01-01,서울특별시 은평구 진관4로 48-25 (진관동),구립상림도서관,37.64421437,126.9289416,02-383-7557,http://sl.eplib.or.kr,오전 9:00~오후 6:00,매주 월요일/일요일을 제외한 법정 공휴일/도서관 사정에 의한 임시휴관일,1910,1559,932,5758,4260,2020,1379,1435,14843,2999,37095,2,11,1,12,3,1,2,2658,136,3,2829,1299,130,166,0,354.92,63,20.0,2,4,251,225,1729,-1.0,79135,398,216,2726,3340,0,9,315,324,244,159,231,600,2106,251,166,1376,4786,1117,11036,74,58,29,187,368,113,36,345,1210,259,2679,763,1675,735,3715,3995,1577,627,2769,15544,2826,34226,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,3,1,1,0,15,1,29,214,0,5,406,44,63,29,28,711,75,1575,유,14577.0,22526.0,567.0,0,11857,1220,0,0,13077,39924,1912,1570,933,5770,4263,2021,1381,4093,14979,3002
구립은뜨락도서관,공공(일반),은평구,2019-01-01,"서울특별시 은평구 통일로 972 (진관동, 은뜨락)",구립은뜨락도서관,37.63013936,126.9199312,02-389-7635,http://www.edlib.or.kr,평일 09:00 ~ 22:00 / 주말 09:00 ~ 18:00,매주 월요일 및 법정공휴일,1583,2336,861,6400,3088,3221,1521,912,17171,3326,40419,0,1,13,24,35,2,1,387,971,3,1437,2675,329,166,0,810.56,156,63.0,2,10,516,180,3112,-1.0,246351,1245,607,9707,11559,0,9,315,324,633,488,585,1827,3312,1300,429,1433,15756,2451,28214,180,182,146,460,670,354,95,279,3272,481,6119,2379,4036,1548,11291,6907,5559,1924,3405,43885,6573,87507,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,3,1,1,0,15,1,29,214,0,5,406,44,63,29,28,711,75,1575,유,81003.0,17376.0,1170.0,0,11857,1220,0,0,13077,41856,1583,2337,874,6424,3123,3223,1522,1299,18142,3329
구립은평뉴타운도서관,공공(일반),은평구,2015-01-01,서울특별시 은평구 진관2로 111-51 (진관동),구립은평뉴타운도서관,37.63722997,126.9331171,02-6341-6400,https://www.enlib.or.kr/,평일 09시~22시/주말 09시~18시,매주 금요일,3813,3509,1297,10773,5128,4830,3540,1579,24916,5777,65162,2,3,0,14,1,0,1,3901,346,5,4273,3411,63,166,0,1710.98,454,95.0,10,35,3911,1533,10518,-1.0,364113,2833,1355,8651,12839,0,9,315,324,1492,635,391,2979,3811,1316,873,4860,12118,3119,31594,435,267,117,1048,1138,516,481,836,4145,917,9900,4112,3244,1779,9811,10111,5966,5785,9912,50275,8929,109924,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,3,1,1,0,15,1,29,214,0,5,406,44,63,29,28,711,75,1575,유,88123.0,36331.0,1201.0,0,11857,1220,0,0,13077,69435,3815,3512,1297,10787,5129,4830,3541,5480,25262,5782
구립응암정보도서관,공공(일반),은평구,2009-01-01,서울특별시 은평구 가좌로 179 (응암동),2층 및 3층,37.58596642,126.9196809,02-308-2320,http://www.ealib.or.kr,09:00~18:00,매주 금요일 및 법정공휴일,1416,2384,851,5965,2628,2533,1125,814,19106,3035,39857,164,4,5,271,203,22,62,773,3496,57,5057,2115,204,166,0,400.83,63,7.0,2,4,264,192,2558,-1.0,168465,3419,1101,17704,22224,0,9,315,324,213,187,146,673,1648,494,269,764,8828,1075,14297,68,68,36,280,462,170,97,196,2224,295,3896,1650,2495,786,6141,4600,3013,1606,2326,34549,3834,61000,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,3,1,1,0,15,1,29,214,0,5,406,44,63,29,28,711,75,1575,무,62689.0,18025.0,653.0,0,11857,1220,0,0,13077,44914,1580,2388,856,6236,2831,2555,1187,1587,22602,3092
구립증산정보도서관,공공(일반),은평구,2008-01-01,서울특별시 은평구 증산로5길 6 (증산동),구립증산정보도서관,37.58280957,126.9076717,02-307-6030,http://www.jsplib.or.kr,오전 8시 ~ 오후 10시,"매주 금요일, 일요일을 제외한 법정 공휴일(대체휴일제 포함, 법정공휴일과 일요일이 겹칠 경   우 휴관), 장서점검 및 관장이 필요하다고 인정하는 날,  기타 도서관 사정에 의한 임시 휴관일",2352,3440,1303,11385,5492,4530,2394,1973,28039,6020,66928,16,10,0,56,10,1,15,1586,743,0,2437,3237,123,166,0,1532.0,379,78.0,8,46,735,549,15597,-1.0,304887,1257,617,12342,14216,0,9,315,324,745,986,828,4149,5975,1290,589,3034,21439,3795,42830,125,196,85,643,940,294,139,323,3481,682,6908,4095,7074,2423,25395,13332,6860,3754,6267,63321,10756,143277,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,3,1,1,0,15,1,29,214,0,5,406,44,63,29,28,711,75,1575,유,119407.0,33073.0,1136.0,0,11857,1220,0,0,13077,69365,2368,3450,1303,11441,5502,4531,2409,3559,28782,6020
구산동도서관마을,공공(일반),은평구,2015-01-01,서울특별시 은평구 연서로13길 29-23 (구산동),구립구산동도서관마을,37.60950609,126.9130867,02-357-0100,https://www.gsvlib.or.kr/,"09:00~22:00(평일), 09:00~18:00(주말)","매주 월요일 , 공휴일",2846,3649,1059,11564,5020,4737,3792,1211,39280,5531,78689,0,0,0,0,0,0,0,180,2,0,182,3696,762,166,0,2277.0,350,66.0,9,30,800,1466,13960,-1.0,600272,1128,1071,13064,15263,0,9,315,324,356,403,104,1318,1192,606,605,324,17815,1143,23866,213,267,47,863,963,445,358,134,9962,423,13675,3064,6368,1249,15079,6140,6421,5504,2258,93281,6769,146133,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,3,1,1,0,15,1,29,214,0,5,406,44,63,29,28,711,75,1575,유,28156.0,22892.0,1393.0,0,11857,1220,0,0,13077,78871,2846,3649,1059,11564,5020,4737,3792,1391,39282,5531
구의제3동도서관,공공(일반),광진구,2015-01-01,서울특별시 광진구 강변역로 17 (구의동),구의제3동주민센터 內 3층 구의제3동도서관,37.53799119,127.0919832,02-454-6294,https://www.gwangjinlib.seoul.kr/gu3dong/index.do,평일 09:00 - 20:00 주말 09:00 - 18:00,"매월 2,4주 넷째 월요일 / 법정 공휴일",774,1083,236,3914,1967,1773,767,541,11851,2050,24956,22,1,1,29,17,2,5,481,858,8,1424,1633,158,2095,0,160.33,66,28.0,0,2,2227,324,8159,-1.0,202425,7304,991,27287,35582,12,16,278,306,238,376,306,1298,2436,824,744,828,8846,1316,17212,28,77,34,227,118,94,62,41,904,165,1750,953,2642,757,6980,4386,2917,1980,1589,24412,3453,50069,1,2,1,6,11,4,3,4,41,6,79,1,4,2,12,6,5,3,2,46,8,89,52,144,41,380,239,159,108,86,1328,188,2725,유,74934.0,14723.0,439.0,10324,16116,723,6946123,45459,7018745,26380,796,1084,237,3943,1984,1775,772,1022,12709,2058
군자동도서관,공공(일반),광진구,2022-01-01,서울특별시 광진구 면목로 13 (군자동),군자동복합청사1층 군자동도서관,37.55548521,127.0753494,02-2049-2960,https://gwangjinlib.seoul.kr/gunja/index.do,(11월~2월)9:00~19:00 / 하절기(3~10월)9:00~20:00 / 주말 9:00~18:00,"1, 3주 화요일 및 법정공휴일",757,936,346,2432,1155,1411,1029,540,7110,1363,17079,0,7,0,10,0,2,2,323,374,3,721,1537,232,2095,0,267.36,60,15.0,0,3,207,45,2813,-1.0,111438,874,372,7152,8398,6,3,219,228,288,249,309,926,879,533,935,887,5058,896,10960,69,93,71,221,240,158,149,109,1153,343,2606,1745,3244,1160,7463,3015,3012,3176,2583,22871,3503,51772,1,1,1,2,2,1,2,2,15,2,29,0,0,0,1,1,1,1,1,6,2,13,91,170,61,391,158,158,166,135,1200,184,2714,무,46515.0,7591.0,721.0,10324,16116,723,6946123,45459,7018745,17800,757,943,346,2442,1155,1413,1031,863,7484,1366
궁동어린이도서관,공공(어린이),구로구,2017-01-01,서울특별시 구로구 오리로 1352 (궁동),단독건물,37.50531416,126.8928724,02-2060-8229,https://lib.guro.go.kr/,동절기 : 10:00~18:00 / 하절기 : 10:00~19:00,"매주 화요일, 법정 공휴일",775,878,327,2883,2954,1228,599,683,11540,2026,23893,6,3,4,60,29,13,31,28,1278,87,1539,2166,65,1210,0,479.0,120,120.0,3,2,1106,411,2969,0.0,36160,538,121,1254,1913,7,49,3619,3675,491,337,168,1238,3149,641,389,683,10053,1640,18789,29,19,8,72,198,56,31,86,624,178,1301,805,639,336,3021,4247,1214,588,1277,15148,2582,29857,0,0,0,0,0,0,0,0,2126,0,2126,0,0,0,0,0,0,0,0,399,0,399,343,2795,156,3202,0,1668,268,548,14644,776,24400,유,-1.0,-1.0,-1.0,0,32216,5783,0,2270,40269,25432,781,881,331,2943,2983,1241,630,711,12818,2113
글마루한옥어린이도서관,공공(어린이),구로구,2011-01-01,서울특별시 구로구 고척로27바길 7 (개봉동),글마루한옥어린이도서관,37.50692111,126.8456405,02-2615-8200,http://lib.guro.go.kr/,"하절기 오전10시~오후7시, 동절기 오전10시~오후6시 토.일오전10시~오후5시",매주 화요일 및 국가공휴일,772,627,198,3186,2378,789,728,863,12861,2387,24789,20,2,27,147,176,6,444,1338,778,45,2983,2128,392,1210,0,337.0,50,50.0,0,2,768,2044,6624,0.0,28392,349,64,1022,1435,7,49,3619,3675,99,134,112,748,920,337,166,552,3853,951,7872,20,15,17,36,69,16,19,33,277,106,608,365,548,411,2239,2140,1067,348,892,8456,1817,18283,0,0,0,0,0,0,0,0,2126,0,2126,0,0,0,0,0,0,0,0,399,0,399,343,2795,156,3202,0,1668,268,548,14644,776,24400,유,-1.0,-1.0,-1.0,0,32216,5783,0,2270,40269,27772,792,629,225,3333,2554,795,1172,2201,13639,2432
글빛도서관,공공(일반),성북구,2020-01-01,서울특별시 성북구 길음로7길 20 (길음동),글빛도서관,37.60375521,127.0222037,02-6956-0559,https://www.sblib.seoul.kr/gbitlib,09:00 ~ 18:00,매주 월요일,672,1160,135,3263,1544,2015,785,586,11674,1451,23285,0,10,2,46,19,4,38,755,1901,38,2813,4119,17,458,0,799.0,194,62.0,3,5,885,296,4620,-1.0,194996,1205,782,8847,10834,0,0,54984,54984,397,479,43,1560,1840,1093,358,1712,15547,1561,24590,62,163,8,460,362,305,125,145,2247,226,4103,1840,4477,355,10576,6004,6870,2207,4691,55707,6073,98800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7842,0,132,10938,1270,2389,779,1289,29058,1287,54984,유,91586.0,13042.0,1752.0,0,9991,1644,0,0,11635,26098,672,1170,137,3309,1563,2019,823,1341,13575,1489
